껍질두께(1~3),내부중량,배꼽크기(1~3),질감(1~3),당도평균
2,80.11442567,3,1,10.35662021
1,97.0706328,3,3,11.93306228
2,36.57931455,3,2,10.86669826
1,56.03830117,2,1,10.10625394
2,32.31408703,3,1,10.90512486
2,43.45739179,2,1,10.43017527
3,43.82180147,2,2,12.55676259
2,91.46746038,2,1,10.13666224
2,82.7791444,3,2,10.47598207
2,68.09623404,3,2,11.3210347
1,36.88937706,3,1,9.926694477
3,17.61549015,2,3,10.59320902
1,61.13286319,3,1,12.05370666
2,46.2419868,3,2,9.02897171
3,91.59692578,3,3,8.393879341
1,92.18655336,1,3,11.85468611
1,69.99543509,2,2,9.547152325
1,27.93143691,3,2,11.78735793
2,43.07015099,3,1,11.59912385
1,84.55506649,2,2,11.52913226
2,47.05819218,2,2,9.7600943
1,91.10234225,3,1,10.06806253
1,53.83010688,3,1,10.45240678
3,83.72613605,3,2,10.09157057
3,48.62527988,2,3,11.19844487
3,70.64339315,3,3,8.401128023
2,45.66366479,3,2,11.5992822
1,35.46919328,1,1,10.42466049
1,70.84693192,3,3,8.525192341
2,45.25106931,2,2,9.196001109
1,63.19649729,2,2,10.12238288
2,34.49322382,2,2,10.2487806
2,24.58425812,3,1,11.1842028
3,76.73884268,2,1,9.110666779
2,44.19841985,2,2,11.13458792
3,105.1884355,1,2,9.956817667
2,50.60014041,3,2,9.161888811
2,34.87405562,3,2,9.685367459
2,70.2503474,3,1,12.43640018
2,82.40365402,3,1,9.540812905
2,65.81859598,3,3,9.418706901
2,103.1241054,1,3,12.34129697
3,113.2252837,1,2,9.257959433
2,84.66960693,2,3,11.33118944
2,27.74081876,3,3,9.05478461
3,75.04513148,1,2,9.572020055
2,56.22248225,1,1,10.39121244
2,72.6657221,3,1,9.719477715
1,20.36214145,2,2,10.06861388
2,56.44784245,2,2,9.959681691
2,27.53425321,2,2,12.79739449
2,50.58058681,1,2,10.5142729
1,106.865796,2,1,9.760381849
2,58.00035385,1,2,11.72240697
2,44.89806797,2,2,10.2078983
2,90.03392765,3,3,9.740004095
2,81.6247403,1,2,9.046772099
2,84.48423001,3,2,7.816608151
3,107.9966214,1,2,8.974752936
2,50.82914604,2,1,12.62201033
2,28.722349,2,1,12.71804079
2,80.06098391,2,2,8.358875741
2,19.52773562,2,3,10.25580068
2,89.4452263,1,1,10.01720309
3,39.87019469,2,3,11.50050439
2,86.98929658,2,2,10.06364917
2,47.47950061,3,1,11.58407894
1,84.35580094,3,1,12.3575717
3,80.92420199,3,1,9.736815941
3,91.0880924,3,3,7.980579158
2,70.86555417,2,1,9.68700289
2,80.6224434,3,3,7.899110709
2,79.02321501,1,1,9.321220326
2,45.67305836,2,2,11.57094307
2,84.62880174,3,3,9.050290641
2,103.0890852,3,3,10.14858215
2,45.63729607,3,2,10.71538387
1,62.36026695,3,1,11.39117079
2,64.1293666,3,3,8.494060579
3,37.89794231,2,1,10.58058234
1,70.43847152,1,1,10.51263522
2,38.56065936,1,3,10.71162
3,42.4253231,2,2,11.32555386
3,81.32761136,3,2,9.005770182
2,85.14616694,2,1,10.82745374
3,56.2636868,2,2,10.00389095
3,57.09309083,3,2,10.14869217
2,87.2086683,1,1,9.996219942
1,36.15325405,2,1,10.78977184
2,82.79121768,3,2,7.524021149
1,4.678957444,2,1,10.16707754
3,84.06288005,3,2,8.589212134
1,80.52714837,3,1,10.06124467
3,81.39678984,2,1,11.00884921
1,56.88409625,1,1,11.78383036
3,81.47646313,1,1,9.703703594
1,56.40449687,3,2,10.45040003
3,47.11340424,2,3,10.82026692
1,32.13627569,3,1,11.53157577
3,94.19868797,2,3,8.105809203
1,29.71773697,2,1,12.24322445
2,41.45865805,1,3,10.63210424
1,23.78949877,2,1,10.3579344
1,59.00309361,3,1,12.0413806
1,64.37680255,2,2,12.30620585
1,30.23173847,2,1,11.20318992
2,27.28576125,2,2,9.916562447
2,81.03813676,1,1,11.71447719
1,35.87817815,2,1,12.92456372
2,98.17393714,3,3,7.697274653
2,64.16278751,2,1,10.814027
1,45.57886133,2,1,11.94194161
2,19.41219569,2,2,13.92312222
2,59.69105724,3,3,9.808702185
1,33.45815738,3,2,9.661768998
2,85.75921508,2,3,10.31343768
1,69.68109997,3,1,10.55696723
1,30.36877514,2,1,11.35747715
2,52.3105791,2,2,12.3278698
1,63.28498421,3,2,9.540711645
1,30.94799471,2,1,12.61226349
2,53.00751607,3,3,9.691019158
1,35.09926266,2,1,11.43948295
3,31.94163761,1,1,11.91381344
3,46.7680389,2,3,9.455696283
2,93.60996587,1,3,11.10315089
1,44.44488504,2,1,11.9701429
2,54.23679317,3,1,9.782225366
2,71.26931304,3,3,8.132208583
2,27.63897703,1,2,11.5951842
1,81.80737891,3,1,10.25975789
2,56.42644674,2,2,12.62133534
2,45.04878218,1,2,10.15178528
2,102.0102052,1,2,10.97969318
2,45.33268073,3,2,9.585003414
3,110.3595606,2,3,7.350492527
1,47.75758874,1,2,11.37977848
1,36.63702204,3,1,10.65788762
2,98.00463396,1,3,11.39650205
2,65.35520395,1,1,10.75071521
2,98.65404896,3,3,6.992335987
2,36.36324471,1,2,10.87369809
1,51.86661977,2,1,10.5162005
1,48.24564013,3,1,13.108797
2,69.52348959,2,1,11.15400833
3,80.81597233,2,2,8.609669793
2,35.94727646,3,1,11.29292314
2,89.95380615,1,1,9.6848603
2,25.18796645,2,2,13.34984713
1,68.51966889,3,2,10.49223376
1,42.29237958,1,1,11.67703625
1,56.03167707,3,1,11.67291151
3,55.45862382,2,3,10.50325515
2,79.79789333,2,1,11.26516945
1,91.31958987,2,1,11.73399148
2,94.333821,2,3,10.01604999
1,60.36557229,2,1,10.5697309
2,33.0737788,2,2,9.493107722
2,53.23893624,1,1,10.43660608
2,80.77251764,3,3,10.69989085
2,27.88887006,2,1,12.00743607
2,94.8756784,2,2,11.54693844
2,50.20639464,1,2,11.58468602
2,78.80121636,2,1,9.332372749
3,95.47402114,2,3,9.006445588
3,93.13246748,3,3,8.332386799
2,60.61659064,3,3,10.90862639
2,18.32635186,2,1,12.32272669
2,62.36892863,2,1,10.27981577
1,93.72232759,2,1,11.51387231
2,42.22894819,2,2,11.89555468
3,38.46287242,2,3,10.11159095
2,81.84247088,1,2,9.633966739
1,64.96321292,3,2,8.224403734
3,72.17360158,2,2,7.867288174
2,69.06589512,1,2,10.9530265
1,45.5500646,3,1,9.937604463
1,83.29979096,2,1,10.65911388
3,77.25178927,3,2,7.681057931
3,63.52768393,1,3,10.79938327
2,83.59723976,3,3,10.72127971
1,26.61997483,3,2,11.46955337
2,51.48336659,2,1,11.80491833
1,79.58417023,3,1,11.97962619
2,67.17957482,2,2,12.65755759
1,56.99556564,3,1,11.13827794
2,44.12598268,2,3,11.03092651
1,54.56687202,3,2,11.01622015
1,50.27282824,2,1,8.891805696
1,22.93033915,2,1,11.64280514
2,34.60903472,2,3,11.48688049
1,78.48043767,3,1,10.43611246
2,34.00989827,1,1,9.658989851
2,42.60498827,1,1,9.583488573
1,58.55719489,3,1,10.78311941
2,96.64570465,2,3,9.486843768
1,49.93383429,2,1,11.62191494
3,94.05816832,2,3,8.063143332
1,83.18316947,1,1,10.81907855
3,107.631196,2,2,8.466043485
1,36.51004602,2,2,10.1579839
1,44.28209734,1,1,10.8984194
1,16.97041857,3,1,10.82461034
1,72.43142918,3,2,11.34171711
2,41.42355832,1,2,10.93776191
3,51.41614997,1,3,9.675278737
2,55.88141238,1,2,11.70536401
2,54.62648673,2,1,9.755632831
2,62.5303592,1,3,9.186522769
2,94.36725076,2,2,11.07729938
3,107.517989,1,2,9.780045033
2,49.49918205,1,3,10.80834698
2,76.89028212,3,3,9.488256535
2,14.30076884,3,1,11.02338518
2,78.87066446,3,1,11.66788018
2,42.11438346,1,2,9.985161873
2,49.34678192,2,1,11.34205237
3,70.48490177,2,2,11.96430724
1,75.56883937,2,1,10.91222937
1,34.38152217,2,2,10.06376985
1,60.31865196,3,2,8.984240204
2,67.09694812,3,3,9.077970288
2,88.30389952,2,3,7.719322607
1,67.21929347,3,2,9.299809691
2,59.53318593,1,1,10.21067124
1,83.62857034,3,2,12.18748474
2,90.88319654,2,3,11.44751909
2,42.68472172,2,2,13.6542071
2,54.53751878,3,2,10.82612928
1,55.48660528,2,1,13.0390438
1,71.83467701,3,1,11.06141415
2,36.39729425,3,1,11.32989166
1,78.74861436,1,3,12.94473303
2,91.06642033,3,2,10.03005712
2,34.92113568,2,1,9.630728532
2,52.18961969,2,2,11.17935736
2,102.8179551,3,3,8.428893288
2,47.66941341,2,3,9.816691317
1,47.96363129,2,1,11.51313417
2,58.84399404,2,3,9.76187004
2,51.23205809,1,2,11.76430561
1,60.22656501,2,2,10.06733815
2,39.02342383,2,2,10.12190532
3,45.19323959,1,3,10.37432114
3,39.95335661,2,1,10.88224192
1,30.63990001,1,1,10.85640772
1,49.82255378,1,1,10.43221719
2,92.32503038,2,3,7.502922205
2,13.26597658,3,2,10.6022054
2,102.661435,1,1,12.44274042
2,98.08372608,1,1,12.10227951
2,50.06239988,3,2,11.06153878
1,47.0989372,2,1,10.45219202
2,89.78413872,3,3,8.00245435
2,42.49381713,2,3,11.43098158
2,47.71117138,3,1,10.39799169
2,41.44288061,2,2,10.13798387
1,43.1996563,1,1,11.4616316
2,86.28311716,2,3,8.67815502
2,50.34556161,2,3,11.67550309
1,51.65893751,2,2,10.52480078
2,94.48433992,2,2,11.37591351
2,40.42673613,1,3,11.43440108
1,74.96678348,3,1,9.360789088
3,37.6252825,2,2,11.35585744
2,42.43032117,1,3,11.14012521
2,58.77697779,2,1,12.14122756
2,75.92088898,3,2,10.85254399
3,77.63086481,3,3,8.35860328
3,28.62212898,2,3,10.0730227
1,50.41613285,2,1,10.90120719
1,74.42056021,3,1,10.02747083
3,82.46133393,3,2,8.664840469
2,40.96624583,3,3,10.05363354
3,94.71925188,1,3,9.744905402
2,49.40541397,1,2,11.2063245
1,112.9441308,1,1,11.70329884
2,46.54963281,3,1,8.712081868
1,55.0137705,1,1,10.86672375
3,62.83923255,3,1,10.20628821
2,43.42663932,3,3,9.640300178
2,42.54088678,2,3,10.1640099
2,48.01611759,2,2,13.25114858
2,81.55416799,1,2,10.05368784
2,70.20219529,1,2,9.80190392
2,54.45888624,3,3,10.67369114
2,48.82416124,1,2,9.742159756
1,76.74270311,3,2,9.524794609
2,61.43110929,1,1,10.62083043
1,48.04189875,3,2,10.11930149
1,93.56214017,1,1,11.89743852
3,59.04393122,2,3,10.06727891
2,39.2126801,1,3,11.70025543
2,77.36513905,2,1,9.841568098
3,76.78754402,3,3,8.26765882
2,65.8705371,3,2,11.90145294
1,82.64177015,1,3,12.47790934
2,25.54933593,2,1,9.816240658
1,76.06192661,3,1,10.41927247
1,84.87179113,2,1,11.60339111
1,55.86476381,3,1,10.81181049
2,49.124615,2,3,10.11345299
1,80.98390011,1,1,10.05624942
1,88.57726494,2,2,10.82830601
1,58.8926675,3,2,9.991005946
3,59.51396696,2,3,9.714598366
3,95.46397932,3,1,8.298336437
1,17.17624383,3,1,10.68134577
1,72.56407116,2,1,12.38458004
3,86.78828632,1,1,9.694860166
2,69.54812409,2,3,11.11701733
2,69.82562691,1,2,9.753912641
3,75.52152753,3,3,9.315736348
1,31.88630392,3,2,12.68631301
3,64.0631058,3,2,10.26250016
2,97.68862362,2,2,12.99652427
2,96.02210691,1,3,12.21502089
2,29.30130507,3,2,10.54945438
2,58.88585702,1,3,9.844740277
2,63.68984378,1,3,9.34263574
2,100.7158854,1,1,10.38739757
3,54.30821844,2,2,11.74030287
2,20.21869226,1,1,12.12324819
2,81.70778159,1,2,8.907723104
2,47.57720551,1,2,10.48868197
2,80.78113876,2,1,11.07986929
2,38.64837978,2,1,9.280146909
2,58.19138722,1,1,10.77156009
2,66.49463891,2,1,9.275284229
2,57.97510944,3,2,11.49285651
2,50.99283389,3,2,11.69253086
1,57.96029774,3,2,10.44986446
1,70.30197763,3,1,9.325687606
2,78.90635351,1,1,11.1284699
2,57.47385903,2,3,8.715038414
2,42.49781989,1,2,10.46957183
1,44.11400913,3,2,9.986128782
1,69.77312787,2,1,12.04059373
2,72.49362797,3,2,10.36184184
2,75.73967643,2,2,12.54079144
2,50.29637237,3,1,11.42838627
1,35.8569977,3,1,9.238494053
1,49.5006665,2,2,9.710229733
3,29.08583661,3,2,10.46727296
2,22.35770254,3,1,10.92736726
3,94.03958188,3,2,8.768546286
1,55.70342765,2,1,12.27392632
2,77.79043435,3,3,9.727535755
2,89.08150164,2,2,11.89686279
2,103.1278992,1,1,10.61269321
3,37.87034883,2,3,9.46763135
2,63.47490953,2,2,11.47144335
2,92.72591055,2,1,11.79969429
3,91.46964269,3,3,7.356198045
3,46.20547352,3,2,12.0038157
2,35.27477667,3,1,9.370346123
2,66.53602847,1,1,10.01904674
2,70.65899946,3,1,10.24721647
1,47.35969944,3,2,10.92458589
2,111.5668616,1,1,12.21061592
2,39.69547066,3,3,10.43596671
3,102.3003303,3,3,7.917234449
2,55.91307389,2,3,11.4142268
3,99.64296455,1,1,9.019147788
1,55.91392887,2,1,11.92816951
1,81.67921237,1,1,10.17376581
2,38.91392101,2,3,11.06400103
3,87.10851844,3,2,8.250747691
1,24.63562615,2,2,12.8786814
3,75.40907235,3,2,7.425543257
3,59.19324683,2,2,10.48366644
3,74.88580737,3,3,7.742337878
2,61.72354437,2,1,9.543103348
1,54.8696798,2,1,11.66416927
2,60.55462029,3,3,11.34461182
2,40.22459013,3,1,12.18635618
3,72.3025183,3,3,7.751102438
1,39.5744468,1,1,12.23702296
2,63.20518718,3,2,8.963345559
3,102.4513636,2,3,8.888550866
2,54.66904352,3,3,9.521567818
3,104.5251767,1,3,8.750041624
1,79.89031003,2,2,12.29922388
2,57.30133411,2,3,11.39171917
1,58.07852403,3,1,11.75794111
2,69.91196863,1,1,12.31524842
2,79.80938446,1,2,10.16320561
1,39.81266685,2,2,13.68234726
3,80.35144148,1,2,9.243380267
2,60.55362116,2,2,10.03181304
1,81.48258082,3,2,11.79021421
2,74.48934227,3,3,10.34093543
2,114.7729735,2,3,9.953653706
3,80.27745879,1,1,10.25570752
2,35.91738638,2,2,13.43331201
3,80.52068589,3,2,7.632598386
2,83.61313541,2,1,12.63827154
1,68.07208783,3,1,11.17364601
1,81.45932711,3,1,10.32339787
1,46.29373027,3,1,9.6336041
2,103.0238469,1,2,9.188850771
2,33.61107843,3,1,11.41232909
1,22.10547457,3,1,10.42349094
2,75.56712274,3,3,7.409372548
2,52.05241944,3,2,11.85132204
2,113.3153967,2,3,8.256739366
1,44.52666905,1,1,11.22913842
2,40.08593954,3,3,11.75607418
2,37.01070438,1,2,10.12942653
1,36.90536357,3,2,10.20451121
3,96.01195371,1,2,10.04464371
3,90.84590883,1,2,9.683376722
2,64.23125592,2,2,11.27776101
1,37.59909003,3,2,10.02123452
2,73.03347288,2,1,10.214882
3,78.42122939,3,2,7.899676849
3,86.10552824,2,1,11.16858946
1,40.60118736,3,1,12.18420523
2,81.78342059,3,1,11.40870909
2,44.27781203,2,3,9.143526437
1,86.51851619,2,2,11.91459041
3,47.12275297,2,2,10.78953054
2,27.96734816,2,3,10.49101731
2,12.85791051,3,2,10.66494096
3,35.84664775,2,2,10.66237494
2,61.37520957,1,1,9.810585953
2,48.42990424,2,2,11.64816839
1,44.84767207,3,1,9.855344173
2,72.48114987,3,3,9.643369144
2,61.39353645,2,1,10.91040172
2,52.68461826,3,2,10.7120749
2,81.2592429,3,1,10.84161663
1,44.50770967,1,1,11.31753055
2,92.60041364,1,3,10.8899475
2,60.10557821,1,2,10.4428699
2,58.73865306,3,1,11.96174388
3,63.10441636,3,2,11.62284875
3,35.89003948,2,2,10.41218018
1,27.89358838,2,3,9.023920687
1,63.93024946,2,1,10.96002004
1,76.77690539,3,1,10.55567507
2,94.0491321,3,1,10.30908645
2,33.16549141,2,2,12.61576497
2,63.30293649,3,2,9.88349473
2,65.44096289,1,2,11.1178548
3,71.37939273,1,3,9.689727872
2,57.85912564,2,2,12.67628643
3,57.49803947,1,2,11.42569933
3,48.81165454,2,2,10.79490583
2,75.33800952,3,3,7.080669529
2,96.47445657,3,3,7.942167491
2,74.75905645,3,2,9.549271295
1,76.17091939,3,1,10.56726754
3,76.25310695,3,2,9.146487859
2,47.86300722,3,1,11.71926641
3,29.74490194,2,3,11.42404193
2,77.44375626,2,1,11.92835052
2,69.40678446,3,3,9.227144426
1,32.67298322,3,2,10.66621458
2,56.17486442,3,2,9.832624767
2,56.88228663,2,1,9.607264786
2,87.02090252,1,2,11.6665484
1,82.99512913,1,2,11.61442661
2,40.98037794,3,2,9.601794235
3,101.2277305,3,2,7.408679616
2,95.15562844,3,1,11.03614607
2,71.23886509,2,3,11.16483326
2,37.82803047,1,3,9.074593088
2,80.42958258,2,2,9.720538699
1,77.50456154,2,2,10.18774769
2,33.46822954,2,2,9.69001326
2,43.48722116,3,2,10.65145348
3,74.84244974,1,3,10.91581889
3,49.35187831,2,2,12.40703149
2,59.83198011,2,2,12.88577315
2,64.30019175,2,1,11.68346109
1,61.72293963,3,2,9.726831734
1,56.3645922,3,1,9.11669239
2,51.20247711,2,3,9.879219397
2,56.63251387,3,1,10.02929494
1,71.27223925,3,1,12.707136
2,28.73572352,2,1,11.19881064
2,74.2491661,1,1,10.50650015
2,21.36469171,3,1,12.6736285
1,61.89707208,3,1,12.54919023
3,28.70260336,2,2,10.58937885
2,19.48371245,1,2,11.11916219
3,69.63998668,3,2,11.65787119
2,64.76934508,1,2,10.01116008
2,54.75928953,1,1,9.613292346
2,90.83164549,2,3,8.499251762
2,61.71971116,3,1,11.92451875
2,57.61949318,3,2,10.86104778
2,47.25093185,3,3,9.595129598
3,63.10529227,3,2,7.703370426
2,59.35218475,2,2,9.364710526
1,77.27632133,1,3,11.3997233
2,60.09372602,3,3,10.9754874
3,107.6226501,2,3,7.936539659
1,76.57024559,2,3,11.03683302
3,50.185803,2,1,10.37126441
2,87.20608216,2,3,11.16528771
3,94.20153499,3,3,8.639843829
2,61.13317094,2,2,11.2246831
1,69.94827727,3,3,8.979552244
2,33.16569105,2,2,10.33460895
3,38.04743701,3,3,10.09454975
2,88.51729292,1,3,11.21744105
2,89.86831893,3,1,9.751389855
1,26.68342742,3,2,10.81871387
2,30.13913787,3,2,10.32682249
1,36.03370202,2,2,11.1783192
3,57.82216056,1,3,11.53214983
2,84.75700906,2,1,9.833018339
2,73.94391217,3,2,11.46156369
1,37.24693757,2,1,11.8006958
1,51.35855638,2,1,11.72386271
1,73.2942595,2,1,10.87625806
3,69.03128718,3,2,8.67376287
3,38.27456898,2,3,11.04175117
2,46.36948254,1,1,11.65828355
1,34.82431676,3,2,13.40976204
2,45.20267228,1,3,11.63131519
1,39.31977247,3,2,12.22051824
3,39.95851999,1,3,10.02654433
2,60.78966037,1,2,13.20200422
2,36.03110286,1,1,13.19422986
1,97.24431613,3,2,10.69452915
1,53.32669674,3,2,9.582247577
1,63.01789621,1,2,11.20093447
2,55.1272779,2,2,12.59619642
2,71.75782461,1,1,10.21418677
3,62.04684035,3,3,8.477782952
1,49.51668623,3,2,9.984980275
2,65.65985153,2,1,10.39816157
2,95.7341677,1,1,10.55416451
3,84.11877194,3,2,9.715426027
2,63.24241065,2,2,12.17401417
2,49.27781424,1,2,10.1367838
3,61.01923192,3,1,10.86876734
2,36.16481069,3,2,10.43508293
2,88.55122294,3,1,9.928826198
1,97.69608253,1,3,11.03759531
2,92.98250657,1,1,12.32296186
1,67.06115031,3,3,10.34439444
3,27.06312663,3,2,10.78682993
2,89.31011134,3,3,7.617803024
2,65.11033952,1,2,9.822296433
1,83.172896,2,1,10.82303199
1,29.39182286,3,2,10.85725433
2,44.65939741,2,2,11.9731186
2,46.15480646,3,2,10.04222368
2,38.1343782,2,2,12.49374375
3,45.88769139,1,3,10.38647301
2,51.78025784,2,1,11.97462856
1,68.49931778,3,2,10.09957436
2,87.34532466,1,1,12.2350797
3,89.42846808,3,1,9.422774454
3,57.69548724,1,3,10.63248694
1,50.83128135,3,1,11.31577153
2,27.26774543,2,2,10.14313738
2,102.9890262,2,3,10.25781721
3,54.55585636,3,2,12.36353167
2,109.6854023,1,1,11.29381604
2,41.24746246,2,2,9.750838158
3,52.42268682,2,3,9.691280594
2,50.31675453,2,3,11.12791546
2,74.09482348,2,2,11.55556935
1,76.15927726,1,3,12.8554052
2,62.2254308,1,1,11.55930882
1,29.17239657,1,1,13.06812969
2,78.99048956,3,3,8.394927111
3,79.75070231,2,3,9.346949269
2,66.1009699,1,2,12.54076363
2,51.08156362,2,3,11.00214472
2,91.09496015,2,3,8.90218167
2,99.00810648,2,2,12.73103522
2,42.20079757,3,1,9.465761194
2,48.79171113,2,1,12.94257959
1,33.06327006,3,1,10.36259865
3,60.75794073,2,2,8.40341047
2,33.76121626,3,2,10.5252252
3,66.36280319,2,3,7.553199363
2,71.95761846,2,2,12.83381037
2,62.14675906,1,3,10.30179328
2,79.73017179,2,2,11.86975854
1,107.6237996,1,1,11.07700494
3,75.14681112,2,2,10.77511423
3,56.9766428,3,2,11.02679178
1,92.81881556,3,1,12.03603719
1,37.47941143,1,1,12.76420471
2,57.63390403,1,2,12.67216504
2,42.65675988,2,2,11.71060667
2,81.18910256,1,3,11.71514075
1,77.49916689,2,1,11.443135
3,77.28833761,1,1,11.50893614
1,18.80956024,2,1,12.91332134
2,51.24773394,3,1,10.64101906
2,67.30960221,1,1,10.6874429
2,92.23961791,1,3,11.35218628
2,63.59003984,3,2,10.97551782
2,38.45806439,3,2,9.817363822
1,69.95646341,2,1,13.83793334
3,76.93032583,3,2,11.39231293
1,90.77518089,2,2,11.34038006
2,86.7500975,1,1,9.044772516
2,37.18399819,3,2,9.895034883
3,88.91218421,1,3,8.103796661
3,104.153035,2,3,8.277969967
3,26.0772366,3,1,10.64193682
2,74.82842509,1,2,10.46043391
3,28.98144184,1,2,11.2027349
1,32.32181948,2,2,11.33595586
2,77.0839366,3,2,12.22544035
2,54.02218479,2,2,10.9091733
1,27.7171745,3,2,10.21695777
1,91.03760701,3,2,10.62341896
2,57.31656147,1,1,9.065291324
2,15.19101388,3,2,9.26380661
2,108.2097693,2,3,7.8657509
2,105.4158276,3,3,9.372268342
3,90.44024428,1,3,9.230492635
2,28.03376064,2,2,10.63311411
1,38.18119392,3,3,10.83094783
3,99.08045191,3,3,8.548624707
2,89.92510935,3,3,6.839241622
2,62.29939216,1,2,11.69213956
2,52.92699374,2,2,10.13252785
2,73.20918273,3,1,11.09052112
3,42.45806518,2,2,10.57650096
3,81.12243127,1,2,10.69067972
1,51.25177736,1,1,11.27274242
3,48.76786672,2,3,10.37084775
1,46.74416237,3,2,8.948786084
1,41.36001958,2,2,9.294892704
3,75.35130558,2,2,11.17287765
1,64.66021444,2,1,10.27977885
1,73.78595694,3,1,10.76176086
2,16.00366698,1,2,12.26822575
3,35.8331503,2,3,10.94753061
2,49.35724154,2,1,11.01111402
2,34.30000686,3,3,10.06493647
2,79.09841447,3,3,9.454460149
2,33.21406948,2,2,10.01879029
2,78.39178293,3,1,9.499836471
2,43.13585183,2,2,10.16102469
2,37.2476374,3,1,11.96753299
1,69.32069241,2,1,10.2146997
2,84.03676964,3,3,8.971087325
1,81.18851983,2,3,11.25762172
2,59.66452801,3,2,11.0740987
3,51.90809989,2,2,10.03118121
2,57.8127791,2,2,11.56546728
1,22.67846002,3,1,10.64792805
2,66.28348144,3,1,12.23964779
1,90.95691568,3,2,9.500765803
2,39.93965625,2,1,10.47704147
2,55.10963393,3,2,10.18811948
2,35.36248086,3,2,11.89749577
2,74.95096848,2,1,11.40788343
2,70.91194972,2,2,9.777292617
2,57.58498832,2,2,11.89656661
2,37.71087406,3,1,9.922884653
2,64.30906887,1,2,9.704918821
2,46.91686511,2,2,12.71862072
3,77.62204998,3,2,10.63008919
2,60.38094404,1,2,9.599683654
3,56.49090107,2,1,9.920763794
2,85.9307882,3,3,8.624151547
2,56.1751371,3,2,10.34874312
2,55.16055088,1,1,10.29703214
1,62.11932021,3,1,10.42737065
2,71.50065196,2,1,12.00558987
2,44.65255405,1,3,9.848625649
1,71.93995488,2,1,11.52118244
1,36.08504975,3,1,12.31216519
1,63.49149479,3,2,11.80661921
2,58.75912915,2,3,9.809637212
2,23.85619412,3,1,10.21715779
1,35.87967209,1,1,11.43692744
1,80.32805944,3,2,10.73841069
1,8.9377695,3,1,10.36596324
3,111.7570346,2,3,8.090385859
2,39.3038872,1,2,11.90516016
1,78.23300525,3,1,9.721079
1,90.64291482,1,1,12.25159617
2,54.32154817,2,2,9.237031629
2,76.65228634,1,2,9.792125341
1,49.37194083,2,1,9.993129087
2,56.88688605,2,2,10.16159632
1,47.87037695,3,1,12.50938264
2,46.88609375,3,1,10.96405306
3,82.88524296,3,3,7.69112695
2,25.20324646,2,2,10.28529885
2,73.97913554,1,1,10.66241263
3,61.95979184,3,2,8.581836083
2,102.7918459,1,1,12.28666429
1,60.13134125,3,1,11.8868431
2,39.25231,2,2,8.621165537
3,54.54180836,2,3,9.88549153
1,53.86232785,2,1,12.29648518
2,33.16996802,3,2,11.49174495
2,77.10109795,3,1,10.99710865
3,49.59732513,2,3,8.790421846
1,83.55251217,3,1,10.83480444
1,48.26474095,3,2,10.3565957
2,53.25589037,1,3,10.90734717
2,97.91395574,1,3,12.06101131
3,87.24552253,2,3,12.24920573
2,72.13065277,3,2,8.378605835
2,22.58728791,3,1,11.89899078
2,64.38301003,2,2,12.25319478
3,81.65890309,3,2,9.218721642
2,75.30288863,2,1,10.11948044
3,74.30121677,3,3,7.173393496
2,62.8789222,3,2,11.32072907
2,80.43046667,1,1,11.1139882
2,103.719883,3,3,8.03735164
2,46.96172604,2,3,12.71317913
1,46.40272349,3,1,12.94591739
1,68.33286251,3,1,11.09698398
2,34.89638307,3,2,12.33913389
2,76.19417668,2,3,7.937662485
2,20.69970352,2,2,9.152573514
1,87.22182839,1,3,11.35894437
3,68.3395636,3,2,9.490029541
3,23.90290737,2,2,11.65116266
2,33.40542851,2,3,11.54491636
2,69.28433877,2,2,11.89857182
2,56.12732302,2,1,10.87131313
3,52.89036291,3,2,12.3373281
3,95.5055016,2,3,9.53349945
2,64.6364377,2,1,11.31541703
1,52.95798313,3,1,10.68106484
1,60.57632901,3,1,11.82989216
2,41.84439397,1,3,9.468656605
1,62.32069923,3,1,10.47484955
1,68.73123239,3,1,10.86941353
2,33.86273383,1,1,10.540763
2,93.20005516,2,3,9.87393523
2,78.69049779,1,1,11.02980408
2,73.06530158,2,1,10.60165526
1,40.64595064,2,1,10.35829164
2,89.97149889,2,3,10.32537176
1,15.66593484,3,1,11.53956743
2,81.43112293,2,2,10.18082806
2,78.27814469,2,2,11.90152818
2,35.95443512,3,2,9.472726894
2,28.21631987,2,1,10.52060094
1,23.40200393,3,1,11.15735741
3,65.99261591,3,2,7.995117835
2,68.22708631,3,2,10.86581127
1,48.73894354,2,1,11.46778992
1,73.43830405,1,3,11.56488266
1,55.9612824,3,3,9.606864324
1,44.43241922,1,1,12.15438443
1,58.9122064,3,3,9.280962257
2,64.0216003,2,2,11.70574834
2,38.23510508,2,1,9.140009449
2,38.27175403,2,1,11.81141116
2,53.38847632,3,2,11.14264251
3,35.18844224,1,3,9.911510069
1,64.1391941,3,1,11.266942
1,56.80711407,3,2,11.60925988
2,76.41461481,3,3,9.987155821
2,90.4612359,2,2,10.70713804
3,88.23570579,3,2,9.246218152
2,33.40499669,2,2,11.69674308
2,96.7608694,1,1,11.54361892
1,64.37658782,2,2,9.974022977
2,56.62052546,1,1,11.46768308
2,42.94847707,2,2,12.31933713
3,97.71949782,1,2,9.026290072
2,58.03383529,1,1,10.61679346
1,40.77242034,3,2,10.36022581
3,60.05084824,1,3,8.81072001
